Density, ColorClassSize, NumColors, NumVertices, NumEdges, NumStableSets, StableCreationTime, SetCoveringTime, AssignmentTime
0.5, 7, 2, 14, 28, 3, 0.02, 0.05, 0.01
0.5, 7, 4, 28, 140, 27, 0.0, 0.0, 0.01
0.5, 7, 6, 42, 387, 44, 0.0, 0.0, 0.02
0.5, 7, 8, 56, 699, 725, 0.01, 0.02, 0.11
0.5, 7, 10, 70, 1122, 1867, 0.01, 0.26, 54.88
