Density, ColorClassSize, NumColors, NumVertices, NumEdges, NumStableSets, StableCreationTime, SetCoveringTime, AssignmentTime
0.5, 7, 2, 14, 25, 2, 0.02, 0.05, 0.01
0.5, 7, 3, 21, 79, 3, 0.0, 0.0, 0.01
0.5, 7, 4, 28, 153, 22, 0.0, 0.0, 0.01
0.5, 7, 5, 35, 251, 67, 0.0, 0.0, 0.01
0.5, 7, 6, 42, 362, 136, 0.0, 0.01, 0.02
0.5, 7, 7, 49, 523, 384, 0.0, 0.01, 0.06
0.5, 7, 8, 56, 698, 594, 0.0, 0.01, 0.05
0.5, 7, 9, 63, 896, 2849, 0.01, 0.04, 0.17
0.5, 7, 10, 70, 1103, 3876, 0.0, 1.53, 9.05
