Density, ColorClassSize, NumColors, NumVertices, NumEdges, NumStableSets, StableCreationTime, SetCoveringTime, AssignmentTime
0.5, 10, 2, 20, 49, 3, 0.02, 0.06, 0.01
0.5, 10, 4, 40, 320, 4, 0.0, 0.0, 0.01
0.5, 10, 6, 60, 755, 8, 0.01, 0.01, 0.02
0.5, 10, 8, 80, 1398, 21, 0.02, 0.02, 0.08
0.5, 10, 10, 100, 2312, 32, 0.02, 0.02, 0.3
0.5, 10, 12, 120, 3285, 200, 0.05, 0.06, 5.07
